,symbol,ticker
1132,PODDARMENT,19036
1133,POKARNA,17651
1134,POLYCAB,9590
1135,POLYMED,25718
1136,POLYPLEX,2687
1137,PONNIERODE,10661
1138,POWERGRID,14977
1139,POWERINDIA,18457
1140,POWERMECH,10473
1141,PPAP,15209
1142,PPL,10297
1143,PRABHAT,10650
1144,PRAENG,13941
1145,PRAJIND,2705
1146,PRAKASH,2708
1147,PRAKASHSTL,19599
1148,PRAXIS,1216
1149,PRECAM,12603
1150,PRECOT,2711
1151,PRECWIRE,2717
1152,PREMEXPLN,17397
1153,PREMIER,6248
1154,PREMIERPOL,3908
1155,PRESSMN,11671
1156,PRESTIGE,20302
1157,PRICOLLTD,19631
1158,PRIMESECU,11864
1159,PRINCEPIPE,16045
1160,PRIVISCL,8825
1161,PROZONINTU,28859
1162,PRSMJOHNSN,2739
1163,PSB,21001
1164,PSPPROJECT,20877
1165,PTC,11355
1166,PTL,14101
1167,PUNJABCHEM,4344
1168,PUNJLLOYD,13396
1169,PURVA,14922
1170,PVR,13147
1171,QUESS,17704
1172,QUICKHEAL,13116
1173,RADAAN,11268
1174,RADICO,10990
1175,RADIOCITY,19877
1176,RAIN,15337
1177,RAJESHEXPO,7401
1178,RAJMET,2168
1179,RAJRATAN,18962
1180,RAJRAYON,7341
1181,RAJSREESUG,2809
1182,RAJTV,14403
1183,RALLIS,2816
1184,RAMANEWS,13565
1185,RAMASTEEL,10304
1186,RAMCOCEM,2043
1187,RAMCOIND,4587
1188,RAMCOSYS,7851
1189,RAMKY,20134
1190,RANASUG,2837
1191,RANEENGINE,16751
1192,RANEHOLDIN,2844
1193,RATNAMANI,13451
1194,RAYMOND,2859
1195,RBL,16745
1196,RBLBANK,18391
1197,RCF,2866
1198,RCOM,13187
1199,RECLTD,15355
1200,REDINGTON,14255
1201,REFEX,17764
1202,RELAXO,24225
1203,RELCAPITAL,2882
1204,RELIANCE,2885
1205,RELIGARE,15068
1206,RELINFRA,553
1207,REMSONSIND,3965
1208,RENUKA,12026
1209,REPCOHOME,29598
1210,REPL,1480
1211,REPRO,13126
1212,RESPONIND,20323
1213,REVATHI,11961
1214,RGL,15129
1215,RHFL,21733
1216,RICOAUTO,2909
1217,RIIL,2912
1218,RITES,3761
1219,RKDL,20950
1220,RKEC,1547
1221,RKFORGE,11411
1222,RMCL,15097
1223,RML,11975
1224,RNAVAL,1986
1225,ROHLTD,13182
1226,ROLLT,19108
1227,ROLTA,2918
1228,ROML,366
1229,ROSSARI,19410
1230,ROSSELLIND,28913
1231,ROUTE,128
1232,RPGLIFE,16725
1233,RPOWER,15259
1234,RPPINFRA,20760
1235,RPSGVENT,8119
1236,RSSOFTWARE,6429
1237,RSWM,2794
1238,RSYSTEMS,13414
1239,RTNINFRA,27297
1240,RTNPOWER,17520
1241,RUBYMILLS,2939
1242,RUCHI,17029
1243,RUCHINFRA,8423
1244,RUCHIRA,13821
1245,RUPA,25724
1246,RUSHIL,24595
1247,RVHL,1565
1248,RVNL,9552
1249,S&SPOWER,8733
1250,SABEVENTS,18497
1251,SABTN,15060
1252,SADBHAV,13236
1253,SADBHIN,10618
1254,SAFARI,13035
1255,SAGARDEEP,8175
1256,SAGCEM,14068
1257,SAIL,2963
1258,SAKAR,9539
1259,SAKHTISUG,2969
1260,SAKSOFT,11794
1261,SAKUMA,13251
1262,SALASAR,21362
1263,SALONA,17351
1264,SALSTEEL,11634
1265,SALZERELEC,11399
1266,SAMBHAAV,4127
1267,SANCO,19049
1268,SANDESH,2988
1269,SANDHAR,2397
1270,SANGAMIND,9307
1271,SANGHIIND,2997
1272,SANGHVIFOR,23824
1273,SANGHVIMOV,14058
1274,SANGINITA,11032
1275,SANOFI,1442
1276,SANWARIA,46
1277,SARDAEN,17758
1278,SAREGAMA,4892
1279,SARLAPOLY,14043
1280,SASKEN,11983
1281,SASTASUNDR,20063
1282,SATIA,11045
1283,SATIN,10453
1284,SBICARD,17971
1285,SBILIFE,21808
1286,SBIN,3045
1287,SCAPDVR,27
1288,SCHAEFFLER,1011
1289,SCHAND,20698
1290,SCHNEIDER,31234
1291,SCI,3048
1292,SDBL,1338
1293,SEAMECLTD,2616
1294,SECURKLOUD,11058
1295,SELAN,13598
1296,SELMCL,18453
1297,SEPOWER,27307
1298,SEQUENT,14296
1299,SESHAPAPER,3066
1300,SETCO,17514
1301,SETUINFRA,25418
1302,SEYAIND,10828
1303,SEZAL,570
1304,SFL,19184
1305,SGL,13367
1306,SHAHALLOYS,11859
1307,SHAKTIPUMP,25574
1308,SHALBY,714
1309,SHALPAINTS,15342
1310,SHANKARA,20321
1311,SHANTIGEAR,3078
1312,SHARDACROP,4992
1313,SHARDAMOTR,10530
1314,SHAREINDIA,104
1315,SHEMAROO,5068
1316,SHIL,15883
1317,SHILPAMED,17752
1318,SHIVAMAUTO,13756
1319,SHIVAMILLS,1503
1320,SHIVATEX,804
1321,SHK,11212
1322,SHOPERSTOP,11813
1323,SHRADHA,716
1324,SHREDIGCEM,3099
1325,SHREECEM,3103
1326,SHREEPUSHK,10588
1327,SHREERAMA,7627
1328,SHRENIK,11149
1329,SHREYANIND,3126
1330,SHREYAS,3129
1331,SHRIPISTON,17190
1332,SHRIRAMCIT,11739
1333,SHRIRAMEPC,15308
1334,SHYAMCENT,10188
1335,SHYAMTEL,13740
1336,SICAGEN,16875
1337,SICAL,6368
1338,SIEMENS,3150
1339,SIGIND,4522
1340,SIL,11298
1341,SILINV,4105
1342,SILLYMONKS,19099
1343,SIMBHALS,14612
1344,SIMPLEXINF,3162
1345,SINTERCOM,381
1346,SINTEX,21462
1347,SIRCA,11051
1348,SIS,21501
1349,SITINET,13998
1350,SIYSIL,14096
1351,SJVN,18883
1352,SKFINDIA,3186
1353,SKIL,15232
1354,SKIPPER,1129
1355,SKMEGGPROD,9428
1356,SMARTLINK,4732
1357,SMLISUZU,9889
1358,SMSLIFE,3387
1359,SMSPHARMA,21551
1360,SNOWMAN,14329
1361,SOBHA,4843
1362,SOLARA,13826
1363,SOLARINDS,3672
1364,SOMANYCERA,13332
1365,SOMATEX,3880
1366,SOMICONVEY,4201
1367,SONATSOFTW,17798
1368,SORILINFRA,6596
1369,SOTL,13076
1370,SOUTHBANK,3021
1371,SOUTHWEST,5948
1372,SPAL,9678
1373,SPANDANA,18252
1374,SPARC,11435
1375,SPECIALITY,14788
1376,SPENCERS,27107
1377,SPENTEX,8163
1378,SPIC,22439
1379,SPICEJET,3252
1380,SPLIL,11446
1381,SPMLINFRA,11935
1382,SPTL,3321
1383,SPYL,21099
1384,SREEL,31837
1385,SREINFRA,3267
1386,SRF,3273
1387,SRHHYPOLTD,14582
1388,SRIPIPES,14927
1389,SRPL,143
1390,SRTRANSFIN,4306
1391,SSWL,11829
1392,STAR,7374
1393,STARCEMENT,21091
1394,STARPAPER,3291
1395,STCINDIA,10948
1396,STEELCITY,10406
1397,STEELXIND,21339
1398,STEL,6733
1399,STERTOOLS,4299
1400,STLTECH,9309
1401,STOVEKRAFT,2107
1402,SUBCAPCITY,9666
1403,SUBEXLTD,967
1404,SUBROS,3324
1405,SUDARSCHEM,3327
1406,SUMICHEM,17105
1407,SUMIT,11140
1408,SUMMITSEC,21275
1409,SUNCLAYLTD,29008
1410,SUNDARAM,18931
1411,SUNDARMFIN,3339
1412,SUNDARMHLD,2183
1413,SUNDRMBRAK,4179
1414,SUNDRMFAST,3345
1415,SUNFLAG,3348
1416,SUNPHARMA,3351
1417,SUNTECK,17641
1418,SUNTV,13404
1419,SUPERHOUSE,20616
1420,SUPERSPIN,3357
1421,SUPPETRO,3360
1422,SUPRAJIT,11689
1423,SUPREMEENG,1389
1424,SUPREMEIND,3363
1425,SURANASOL,21081
1426,SURANAT&P,10700
1427,SURYALAXMI,11852
1428,SURYAROSNI,3375
1429,SUTLEJTEX,13801
1430,SUULD,643
1431,SUVEN,11233
1432,SUVENPHAR,17945
1433,SUZLON,12018
1434,SWANENERGY,27095
1435,SWARAJENG,3384
1436,SWELECTES,11909
1437,SWSOLAR,12489
1438,SYMPHONY,24190
1439,SYNCOM,213
1440,SYNGENE,10243
1441,TAINWALCHM,3396
1442,TAJGVK,9354
1443,TAKE,14917
1444,TALBROAUTO,13648
1445,TANLA,13976
1446,TANTIACONS,1314
1447,TARC,1581
1448,TARMAT,14771
1449,TASTYBITE,20092
1450,TATACHEM,3405
1451,TATACOFFEE,724
1452,TATACOMM,3721
1453,TATACONSUM,3432
1454,TATAELXSI,3411
1455,TATAINVEST,1621
1456,TATAMETALI,3423
1457,TATAMOTORS,3456
1458,TATAMTRDVR,16965
1459,TATAPOWER,3426
1460,TATASTEEL,3499
1461,TATASTLBSL,447
1462,TATASTLLP,1639
1463,TBZ,27037
1464,TCI,10580
1465,TCIDEVELOP,23452
1466,TCIEXP,19223
1467,TCIFINANCE,4771
1468,TCNSBRANDS,4172
1469,TCPLPACK,184
1470,TCS,11536
1471,TDPOWERSYS,25178
1472,TEAMLEASE,12716
1473,TECHIN,25194
1474,TECHM,13538
1475,TECHNOE,6445
1476,TEJASNET,21131
1477,TERASOFT,19292
1478,TEXINFRA,11549
1479,TEXMOPIPES,18214
1480,TEXRAIL,21828
1481,TFCILTD,3466
1482,TFL,1663
1483,TGBHOTELS,14607
1484,THANGAMAYL,18118
1485,THEINVEST,21427
1486,THEMISMED,14485
1487,THERMAX,3475
1488,THIRUSUGAR,10064
1489,THOMASCOOK,3481
1490,THOMASCOTT,31021
1491,THYROCARE,17032
1492,TI,19196
1493,TIDEWATER,14019
1494,TIIL,14223
1495,TIINDIA,312
1496,TIJARIA,25486
1497,TIL,3484
1498,TIMESGTY,10717
1499,TIMETECHNO,14707
1500,TIMKEN,14198
1501,TINPLATE,3493
1502,TIPSINDLTD,9121
1503,TIRUMALCHM,3496
1504,TIRUPATIFL,22284
1505,TITAN,3506
1506,TMRVL,19205
1507,TNPETRO,3509
1508,TNPL,3980
1509,TNTELE,9884
1510,TOKYOPLAST,3837
1511,TORNTPHARM,3518
1512,TORNTPOWER,13786
1513,TOTAL,22423
1514,TOUCHWOOD,16910
1515,TPLPLASTEH,9219
1516,TREEHOUSE,25082
1517,TREJHARA,7518
1518,TRENT,1964
1519,TRF,17987
1520,TRIDENT,9685
1521,TRIGYN,5428
1522,TRIL,15174
1523,TRITURBINE,25584
1524,TRIVENI,13081
1525,TTKHLTCARE,11369
1526,TTKPRESTIG,3546
1527,TTL,14314
1528,TTML,8958
1529,TV18BRDCST,14208
1530,TVSELECT,11265
1531,TVSMOTOR,8479
1532,TVSSRICHAK,14245
1533,TVTODAY,11275
1534,TVVISION,18504
1535,TWL,15414
1536,UBL,16713
1537,UCALFUEL,3570
1538,UCOBANK,11223
1539,UFLEX,1053
1540,UFO,9039
1541,UGARSUGAR,19578
1542,UJAAS,25540
1543,UJJIVAN,17069
1544,UJJIVANSFB,15228
1545,ULTRACEMCO,11532
1546,UMANGDAIRY,11387
1547,UMESLTD,19145
1548,UNICHEMLAB,3579
1549,UNIDT,201
1550,UNIENTER,11293
1551,UNIONBANK,10753
1552,UNITECH,8893
1553,UNITEDTEA,17999
1554,UNITY,4785
1555,UNIVASTU,18979
1556,UNIVCABLES,3607
1557,UNIVPHOTO,17659
1558,UPL,11287
1559,URJA,20207
1560,USHAMART,8840
1561,UTIAMC,527
1562,UTTAMSTL,8356
1563,UTTAMSUGAR,13376
1564,V2RETAIL,14766
1565,VADILALIND,24196
1566,VAIBHAVGBL,11364
1567,VAISHALI,16621
1568,VAKRANGEE,13342
1569,VALIANTORG,330
1570,VARDHACRLC,11220
1571,VARDMNPOLY,3646
1572,VARROC,3857
1573,VASCONEQ,18110
1574,VASWANI,25340
1575,VBL,18921
1576,VEDL,3063
1577,VENKEYS,3757
1578,VENUSREM,13859
1579,VERTOZ,18863
1580,VESUVIUS,3676
1581,VETO,8652
1582,VGUARD,15362
1583,VHL,11892
1584,VICEROY,14907
1585,VIDEOIND,4576
1586,VIDHIING,13536
1587,VIJIFIN,17691
1588,VIKASECO,25756
1589,VIKASMCORP,9931
1590,VIKASPROP,12148
1591,VIKASWSP,3688
1592,VIMTALABS,13101
1593,VINATIORGA,17364
1594,VINDHYATEL,3694
1595,VINYLINDIA,16821
1596,VIPCLOTHNG,14847
1597,VIPIND,3703
1598,VIPULLTD,8424
1599,VISAKAIND,4221
1600,VISASTEEL,13295
1601,VISHAL,11773
1602,VISHNU,6908
1603,VISHWARAJ,13702
1604,VIVIDHA,29881
1605,VIVIMEDLAB,11965
1606,VLSFINANCE,3715
1607,VMART,29284
1608,VOLTAMP,13577
1609,VOLTAS,3718
1610,VRLLOG,8696
1611,VSSL,27067
1612,VSTIND,3724
1613,VSTTILLERS,24292
1614,VTL,2073
1615,WABAG,20188
1616,WABCOINDIA,16915
1617,WALCHANNAG,3736
1618,WANBURY,1682
1619,WATERBASE,3745
1620,WEALTH,1923
1621,WEBELSOLAR,14602
1622,WEIZMANIND,3748
1623,WELCORP,11821
1624,WELENT,11626
1625,WELINV,19800
1626,WELSPUNIND,11253
1627,WENDT,4235
1628,WESTLIFE,11580
1629,WHEELS,3766
1630,WHIRLPOOL,18011
1631,WILLAMAGOR,3772
1632,WINDMACHIN,24969
1633,WIPL,20491
1634,WIPRO,3787
1635,WOCKPHARMA,7506
1636,WONDERLA,3002
1637,WORTH,22277
1638,WSI,14828
1639,WSTCSTPAPR,3799
1640,XCHANGING,11705
1641,XELPMOC,8477
1642,XPROINDIA,11407
1643,YAARII,24999
1644,YESBANK,11915
1645,ZEEL,3812
1646,ZEELEARN,20852
1647,ZEEMEDIA,14003
1648,ZENITHEXPO,4176
1649,ZENSARTECH,1076
1650,ZENTEC,7508
1651,ZODIACLOTH,3821
1652,ZODJRDMKJ,3824
1653,ZOTA,11394
1654,ZUARI,29050
1655,ZUARIGLOB,5651
1656,ZYDUSWELL,17635
